ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
2970,-219.6,,0.0,1412.0,152.03,,512.92,0.84,8,50.0,6,0.8,12.2,477.59,12.42,0.0,2.0,A2,536.89,C1,B1
2971,-481.6,1358.53,0.0,266.0,276.32,-678.44,217.66,0.0,4,87.0,3,0.6,9.5,503.64,-195.64,0.0,7.4,A4,444.51,C1,B1
2972,-398.6,1171.6,0.0,,260.67,-742.59,,0.0,5,,1,0.1,27.5,567.5,-47.47,0.0,21.5,A3,674.19,C1,B1
2973,501.4,1627.19,0.0,600.0,9.67,,350.76,2.07,16,30.0,4,3.4,,420.73,,0.0,6.8,A2,509.9,C1,B1
2974,-21.6,1420.08,0.0,1991.0,187.03,-444.67,420.15,0.0,8,32.0,0,0.5,-0.7,333.23,83.38,0.0,-15.3,A1,581.54,C1,B1
2975,645.4,1353.64,,2000.0,283.34,-711.59,207.59,,22,67.0,2,1.0,28.6,459.34,-84.54,0.0,21.8,A3,,C1,B2
2976,1343.4,1407.89,,1727.0,171.94,-596.68,211.8,0.04,20,76.0,2,1.8,27.7,113.59,183.5,0.0,23.0,A3,668.41,C1,B1
2977,375.4,,0.0,,349.38,-591.74,566.34,,23,54.0,2,1.5,,428.29,-90.04,0.0,5.3,A2,542.75,C1,B1
2978,740.4,1319.84,0.0,1401.0,314.14,,628.06,2.88,14,46.0,5,,28.0,471.31,-101.14,0.0,15.2,A3,760.48,C1,B1
2979,-669.6,1648.04,0.0,1944.0,330.49,-656.24,288.5,0.0,4,42.0,4,1.4,-4.5,537.56,-240.38,0.0,-15.5,A1,626.71,C1,B2
2980,-655.6,,0.4,925.0,335.12,-740.62,642.33,0.0,4,70.0,1,6.9,25.3,556.8,53.29,0.0,19.4,A3,630.04,C1,B1
2981,-29.6,1295.72,0.0,778.0,271.79,-500.97,391.67,1.43,13,53.0,6,1.5,8.8,595.96,37.14,1.8,-0.2,A4,708.49,C1,B1
2982,-58.6,1645.55,0.0,1117.0,290.44,-592.53,147.7,0.96,17,30.0,0,3.1,8.7,,0.42,0.0,-7.9,A1,711.66,C1,B1
2983,-262.6,1504.69,0.0,1469.0,473.67,-766.6,85.76,1.1,13,47.0,0,1.1,4.2,279.98,-18.67,0.0,-6.1,A1,,C1,B1
2984,335.4,1077.95,0.0,1575.0,397.65,-703.33,292.48,1.1,13,68.0,3,1.8,27.2,499.77,-184.84,0.0,20.7,A3,644.3,C1,B1
2985,-351.6,1369.05,0.0,1702.0,,-783.9,415.26,0.16,16,,2,1.7,3.5,,-2.95,0.0,,A1,658.35,C1,B1
2986,-402.6,1350.1,,1987.0,395.37,-547.42,462.87,0.0,7,51.0,6,0.5,,387.98,-155.33,,-16.4,A1,567.42,C1,B1
2987,783.4,1373.17,0.0,1942.0,310.46,-633.67,260.24,,16,34.0,0,1.2,16.9,378.2,,0.0,0.9,A4,624.23,C1,B1
2988,-325.6,1385.63,0.0,1666.0,260.7,-1070.95,591.86,0.0,19,43.0,4,,-0.5,343.42,-59.91,0.0,-11.5,A1,697.53,C1,B1
2989,-370.6,1576.85,0.0,623.0,387.55,-453.31,467.31,,14,61.0,5,,5.9,514.41,16.13,0.0,-1.0,A1,671.6,C1,B1
2990,-508.6,1547.3,0.0,794.0,394.1,-583.29,132.47,0.0,0,79.0,4,0.5,-1.7,407.57,-266.85,0.8,-4.8,A1,468.2,C1,B2
2991,-624.6,1435.88,6.5,337.0,294.64,-588.91,461.14,0.0,2,96.0,3,1.0,,463.46,-200.97,,24.0,A3,723.46,C1,B1
2992,-379.6,1443.09,0.0,2000.0,345.76,-492.79,252.24,0.0,,46.0,5,2.2,,,-165.89,0.0,-7.6,A2,686.9,C1,B1
2993,1281.4,1556.41,0.0,,176.67,-434.24,523.77,0.05,19,54.0,,1.5,27.3,438.16,-4.67,0.0,17.1,A4,590.07,C1,B1
2994,517.4,1173.07,0.0,1854.0,232.94,-786.99,465.81,3.39,13,30.0,3,3.8,18.9,436.45,13.22,0.0,0.9,A2,537.0,C1,B1
2995,89.4,1279.76,0.0,582.0,257.06,-723.04,112.71,0.0,1,82.0,3,1.2,20.1,479.29,2.04,0.0,16.9,A3,742.13,C1,B1
2996,1792.4,1277.61,0.0,1773.0,285.18,-607.89,336.76,0.1,20,60.0,5,2.4,,355.67,,0.0,16.6,A3,670.46,C1,B1
2997,1339.4,1537.87,0.0,1788.0,260.0,-533.84,,0.09,20,41.0,,2.3,20.6,435.67,202.01,0.0,6.8,A2,590.71,C1,B1
2998,-61.6,,0.0,542.0,,-593.82,455.02,1.41,11,66.0,0,1.5,7.2,518.87,-174.22,0.0,1.2,A4,,C1,B1
2999,175.4,1512.63,0.0,1775.0,231.76,-525.61,394.74,,10,27.0,,2.7,19.9,348.97,42.17,0.0,0.3,A2,,C1,B1
3000,-609.6,1353.36,1.5,1007.0,471.82,-630.85,220.67,0.0,21,96.0,,1.0,20.3,394.19,-58.46,0.0,19.6,A3,565.45,C1,B1
3001,361.4,1688.53,0.0,614.0,246.88,-716.14,294.83,0.03,19,79.0,3,2.3,17.4,405.53,114.19,0.0,13.7,A2,681.83,C1,B1
3002,381.4,1363.29,0.0,1966.0,535.5,-914.87,,2.96,12,46.0,1,1.6,28.9,414.69,-92.0,0.0,16.1,A4,464.05,C1,B1
3003,-463.6,1504.79,0.0,1313.0,299.17,-694.92,,0.56,10,65.0,2,3.9,5.2,584.39,-128.85,0.0,-0.8,A1,563.33,C1,B1
3004,-255.6,1591.86,0.0,2000.0,418.39,-618.34,,0.0,6,55.0,2,0.3,5.8,392.86,-17.47,0.0,-2.5,A2,745.43,C1,B1
3005,-704.6,1355.67,2.0,1601.0,350.19,-701.92,288.75,0.0,3,90.0,,3.3,16.8,573.14,-219.3,0.0,,A4,655.07,No,B1
3006,-571.6,1236.75,0.5,1634.0,265.08,-438.99,574.86,0.0,21,70.0,,7.3,17.5,426.33,-60.32,0.0,11.9,A2,640.79,C1,B1
3007,-682.6,1275.32,0.0,1985.0,326.74,-758.49,525.88,0.0,4,37.0,3,2.4,-15.9,332.83,,0.7,-27.2,A1,,C1,B1
3008,887.4,1305.76,0.0,1208.0,,-901.49,257.22,0.89,16,,,4.2,23.6,399.02,-122.51,0.0,16.8,A2,437.42,C1,B1
3009,-704.6,1324.77,0.0,2000.0,213.3,-715.68,354.65,0.0,6,69.0,0,,10.8,507.26,-125.18,0.0,5.3,A4,660.11,No,B2
3010,80.4,1407.11,0.0,1672.0,395.81,-603.4,438.22,1.66,11,,1,0.7,10.3,393.56,-6.23,0.0,-2.7,A4,731.54,C1,B1
3011,1417.4,1289.8,0.0,1619.0,231.72,-345.57,362.14,0.0,21,69.0,3,,28.8,422.54,83.03,0.0,22.5,A3,643.06,C1,B1
3012,-394.6,1375.18,,1835.0,385.28,-583.4,513.78,0.0,4,73.0,2,0.5,28.8,310.86,-131.61,0.0,23.4,A3,613.22,C1,B2
3013,-669.6,1308.71,0.0,387.0,,-509.7,474.84,0.0,4,74.0,4,4.0,-5.6,440.86,-164.22,,-9.5,A1,471.93,C1,B1
3014,294.4,1305.01,0.0,1606.0,556.85,-702.03,345.72,1.35,17,38.0,3,3.2,9.6,334.87,-120.1,0.0,-4.0,A2,520.3,C1,B1
3015,89.4,1559.6,0.0,714.0,350.79,-892.07,518.53,1.26,15,43.0,0,1.1,13.2,194.74,,0.0,0.8,A4,644.41,C1,B1
3016,-14.6,1622.72,0.0,,554.31,,300.55,0.0,1,61.0,,3.9,28.0,375.57,,0.0,19.7,A3,786.05,C1,B1
3017,-323.6,1115.84,0.0,1686.0,318.1,-417.81,420.0,,15,25.0,4,2.4,5.4,576.78,-18.17,0.0,-13.1,A1,,C1,B1
3018,-605.6,1378.38,0.5,771.0,70.2,-520.72,501.8,0.31,13,87.0,4,1.0,20.3,407.94,73.51,0.0,18.0,A3,478.51,C1,B1
3019,-671.6,1464.56,0.4,1867.0,329.77,-804.18,370.62,0.0,6,,4,4.8,-7.8,,91.58,,-14.8,A1,,C1,B1
3020,104.4,1564.99,0.0,2000.0,310.29,-692.83,575.57,0.0,,78.0,4,2.1,18.9,239.45,3.04,0.0,14.9,A4,604.69,C1,B1
3021,269.4,1517.88,0.0,2000.0,350.25,-486.95,424.65,0.06,19,36.0,4,1.2,8.1,567.15,-137.64,0.0,-6.1,A2,605.64,C1,B1
3022,-372.6,1539.51,0.0,743.0,339.67,-619.06,73.45,,17,66.0,5,3.6,-2.9,370.36,-146.65,0.0,-8.3,A1,639.81,C1,B1
3023,-704.6,1504.54,0.0,2000.0,325.94,-405.27,246.24,0.79,17,52.0,4,1.1,21.7,603.18,-200.25,0.0,11.4,A4,698.88,No,B1
3024,283.4,1324.25,0.0,1970.0,381.5,-688.38,221.34,2.62,11,51.0,,3.5,23.8,533.72,-54.62,0.0,13.0,A4,665.14,C1,B1
3025,1274.4,1544.67,0.0,684.0,,-533.47,362.04,0.0,22,78.0,2,3.0,20.6,542.59,112.4,0.0,16.6,A3,690.74,C1,B1
3026,420.4,1418.91,0.0,2000.0,529.37,-639.71,694.71,1.43,9,52.0,1,1.9,22.3,389.08,-124.64,0.0,11.9,A4,630.06,C1,B1
3027,1369.4,1352.58,0.0,2000.0,260.9,,257.89,0.03,18,52.0,1,2.6,8.4,268.5,-117.79,0.0,-0.9,A4,597.9,C1,B1
3028,211.4,1279.01,0.0,476.0,311.84,-721.32,271.87,1.43,10,71.0,2,1.7,21.4,441.45,-161.29,,15.9,A2,608.9,C1,B1
3029,-517.6,1187.64,0.5,290.0,228.92,,,0.0,6,,2,0.1,24.5,462.51,92.54,0.0,23.9,A3,609.81,C1,B1
3030,-704.6,1264.23,0.0,1554.0,254.05,-399.91,192.5,1.81,10,58.0,5,2.4,16.7,593.27,-43.71,0.0,8.3,A4,653.64,No,B1
3031,351.4,1381.01,0.0,2000.0,260.07,-609.83,355.76,0.0,1,59.0,5,1.3,,618.95,-16.77,0.0,10.2,A3,702.71,C1,B1
3032,160.4,1521.68,0.0,1006.0,,-702.45,296.92,1.81,13,66.0,3,2.2,28.2,,-182.0,0.0,,A3,684.37,C1,B1
3033,-665.6,1392.34,,193.0,157.84,-577.06,268.46,0.0,1,,6,0.3,20.4,524.9,-93.85,,19.9,A3,772.44,C1,B1
3034,91.4,1480.15,0.0,2000.0,,-579.34,551.93,0.0,1,79.0,5,1.0,,489.63,-35.17,0.0,21.4,A3,601.48,C1,B1
3035,421.4,1185.13,,1673.0,346.96,-652.88,529.52,2.1,12,48.0,2,1.6,16.8,409.08,-26.86,0.0,5.7,A4,661.35,C1,B1
3036,-696.6,1574.75,0.0,1479.0,347.91,,428.82,,20,96.0,2,1.5,,354.01,-58.07,0.0,2.1,A1,623.01,C1,B1
3037,-655.6,1219.54,0.0,433.0,361.79,-766.33,346.3,,6,79.0,6,1.1,,335.31,-22.61,0.0,-7.4,A1,581.77,C1,B1
3038,-435.6,,0.0,957.0,231.67,-488.22,204.37,0.57,15,36.0,3,2.3,4.2,300.41,54.08,0.0,-9.5,A1,710.13,C1,B1
3039,610.4,,0.0,462.0,278.11,-437.63,527.58,0.81,12,67.0,4,2.7,22.1,467.9,,0.0,15.6,A2,563.14,C1,B2
3040,1206.4,1518.17,0.0,366.0,331.46,-593.14,,0.0,19,,0,1.8,16.9,,-30.41,0.0,12.2,A4,725.52,C1,B1
3041,950.4,1243.79,0.0,2000.0,345.34,,266.95,0.08,20,53.0,,1.8,31.5,,-59.65,0.0,20.7,A3,462.94,C1,B1
3042,1565.4,1398.46,0.0,2000.0,391.05,-814.75,401.67,1.71,,35.0,2,1.8,24.4,446.85,126.34,0.0,7.9,A4,702.87,C1,B1
3043,-142.6,,,1260.0,472.93,,413.39,0.0,3,68.0,2,1.7,19.6,261.22,-113.19,0.0,13.5,A3,532.45,C1,B2
3044,1692.4,1475.42,0.0,,257.34,-555.59,533.47,0.33,18,41.0,5,0.5,,340.65,-196.52,0.0,10.6,A4,560.85,C1,B1
3045,-694.6,1341.05,5.0,257.0,300.81,-637.22,347.54,0.15,12,97.0,1,1.8,20.5,,62.26,,20.0,A3,588.03,C1,B1
3046,-578.6,1498.6,0.0,1990.0,479.08,-587.04,201.91,0.0,5,34.0,,0.9,1.8,,-50.05,0.0,-12.4,A4,573.56,C1,B1
3047,-280.6,1402.74,0.0,709.0,436.68,-693.42,325.67,0.0,2,80.0,0,0.8,22.3,386.79,-41.29,0.0,18.6,A3,597.42,C1,B1
3048,-42.6,1496.78,0.0,600.0,263.54,-934.52,157.96,0.0,22,58.0,0,1.4,10.7,463.55,-66.05,0.0,2.7,A2,606.16,C1,B1
3049,-640.6,1356.34,0.2,109.0,423.02,,424.7,0.0,21,92.0,5,1.1,1.8,,-21.32,0.0,,A1,622.55,C1,B1
3050,-694.6,1252.91,8.0,453.0,316.68,-548.87,496.89,0.0,,96.0,3,0.7,14.4,378.56,2.14,0.0,,A2,523.94,C1,B1
3051,845.4,,0.0,1784.0,398.53,-543.52,467.85,2.41,16,38.0,3,2.9,27.3,364.84,-32.08,0.0,11.7,A2,624.64,C1,B1
3052,1749.4,1610.84,0.0,,399.09,-765.65,387.53,0.49,19,52.0,2,,18.8,383.66,16.0,0.0,8.7,A2,605.02,C1,B1
3053,1609.4,1347.27,0.0,1428.0,191.62,,291.98,0.02,18,42.0,6,1.4,14.6,513.85,-213.49,0.0,1.8,A4,546.86,C1,B1
3054,-433.6,1132.56,0.0,2000.0,419.22,-587.88,449.54,0.0,,44.0,3,1.9,1.3,440.31,-38.61,0.0,-9.6,A4,568.91,C1,B1
3055,-515.6,1165.03,0.0,1926.0,436.03,-657.16,579.02,0.88,11,29.0,6,,-7.2,422.73,-65.02,0.0,-22.2,A1,569.12,C1,B1
3056,218.4,1310.9,0.0,2000.0,198.69,-797.77,676.51,1.45,10,47.0,2,2.3,,388.78,61.1,0.0,7.7,A4,665.97,C1,B1
3057,-680.6,1091.45,9.1,34.0,255.03,-619.26,233.96,,,97.0,5,3.0,0.3,279.68,-83.49,7.1,-0.1,A4,694.68,C1,B1
3058,-372.6,1208.35,0.0,1181.0,286.26,-930.11,441.84,0.0,,68.0,2,,,472.61,-110.91,0.0,13.1,A3,560.27,C1,B2
3059,-574.6,1299.65,0.0,1869.0,347.67,-389.65,187.56,0.0,21,36.0,4,1.8,-14.1,370.29,-42.83,,,A1,621.71,C1,B1
3060,1205.4,1608.98,0.0,1032.0,327.42,-508.87,514.81,0.06,,68.0,,0.5,4.7,382.39,-19.6,0.0,-0.7,A4,623.23,C1,B1
3061,-1.6,1431.37,0.0,1754.0,58.85,-497.29,59.99,2.56,13,54.0,6,3.7,33.6,,-148.71,0.0,23.0,A3,730.12,C1,B1
3062,347.4,1646.9,0.0,805.0,123.45,-733.58,302.78,0.0,0,61.0,1,1.5,26.9,447.74,-82.53,0.0,18.7,A3,515.11,C1,B1
3063,-138.6,1209.23,0.0,945.0,196.74,-654.15,200.26,,10,61.0,3,2.0,14.7,398.41,-53.87,0.0,,A2,632.33,C1,B1
3064,-486.6,1135.48,0.0,1982.0,515.76,-464.89,198.79,0.0,4,67.0,1,0.2,27.8,515.7,-124.61,0.0,21.1,A3,594.54,C1,B1
3065,585.4,1403.75,0.0,2000.0,315.55,-500.36,395.33,0.0,22,80.0,1,1.2,16.4,452.55,40.37,0.0,12.9,A2,643.81,C1,B1
3066,-679.6,1275.4,5.0,519.0,156.11,-572.7,253.82,0.03,8,95.0,0,2.8,,184.47,-117.19,0.0,8.0,A2,772.34,C1,B1
3067,1144.4,1269.67,0.0,1854.0,346.42,,,2.64,13,40.0,5,2.6,22.5,507.02,-125.03,0.0,8.2,A4,699.57,C1,B2
3068,359.4,1505.54,0.0,1983.0,278.44,-777.31,531.91,2.67,14,37.0,1,1.4,27.8,372.53,-230.62,0.0,11.7,A4,714.5,C1,B1
3069,-278.6,,0.0,448.0,,-538.77,301.21,0.0,7,59.0,2,2.8,5.5,356.03,-151.07,0.0,-1.8,A1,686.12,C1,B1
3070,-663.6,1484.43,1.0,,449.64,-574.4,336.04,0.25,,97.0,6,,22.2,528.67,-159.04,0.0,21.6,A3,734.48,C1,B1
3071,157.4,,0.0,295.0,385.59,-519.54,486.45,,,81.0,5,,24.2,308.65,52.97,0.0,20.7,A3,611.53,C1,B1
3072,-589.6,1351.16,0.0,1436.0,340.18,-277.72,312.79,,,37.0,0,2.8,-9.7,474.34,-163.14,,-21.6,A1,650.08,C1,B1
3073,464.4,1356.63,0.0,2000.0,383.74,-700.66,413.11,0.0,23,37.0,5,1.3,17.1,455.76,-0.6,0.0,2.2,A2,726.38,C1,B1
3074,-112.6,1432.34,0.0,427.0,189.65,-339.46,406.33,0.0,18,59.0,1,,4.9,590.39,,0.0,-2.4,A1,803.81,C1,B1
3075,-541.6,1465.08,,394.0,94.8,-854.81,174.99,0.0,2,70.0,1,0.8,,277.41,3.99,0.0,3.1,A2,729.85,C1,B1
3076,256.4,1344.85,0.0,1348.0,136.95,,400.8,0.51,15,58.0,6,2.5,19.9,415.49,-44.38,0.0,11.3,A2,728.2,C1,B1
3077,-665.6,1405.89,0.0,342.0,506.23,-744.03,465.83,0.0,8,97.0,,1.1,14.1,566.29,-100.82,0.0,13.6,A2,766.14,C1,B1
3078,65.4,1305.59,0.0,1981.0,505.34,-670.06,303.84,1.28,12,57.0,6,0.9,31.9,458.37,-19.48,0.0,,A3,756.16,C1,B1
3079,340.4,1225.98,0.0,,314.81,-646.04,420.86,2.78,12,36.0,1,2.0,21.7,503.37,-167.42,0.0,5.9,A4,595.32,C1,B2
3080,-620.6,1374.46,0.0,354.0,235.84,-711.8,588.83,0.0,8,86.0,6,1.4,-2.1,481.86,,1.2,-4.1,A1,634.98,C1,B2
3081,-330.6,,0.0,1614.0,273.02,-541.91,511.9,0.0,3,78.0,5,0.7,7.6,279.55,-159.37,0.0,,A4,800.91,C1,B1
3082,528.4,1392.18,0.0,2000.0,,-350.57,115.24,0.01,7,65.0,5,1.0,6.3,574.92,181.46,0.0,0.1,A4,623.96,C1,B1
3083,-675.6,1437.88,0.0,270.0,234.46,-608.19,,0.0,4,81.0,0,0.7,-5.4,365.97,-5.37,0.7,,A1,714.62,C1,B1
3084,-33.6,1255.59,0.0,716.0,372.23,-598.83,414.35,0.95,9,74.0,5,1.4,30.6,390.11,-240.48,0.0,25.4,A3,658.34,C1,B1
3085,358.4,901.72,0.0,1057.0,678.08,-669.73,456.82,2.06,12,35.0,1,1.2,18.8,,56.56,0.0,2.9,A4,617.83,C1,B1
3086,-364.6,1469.91,0.0,1926.0,152.95,,378.63,0.14,9,48.0,6,1.2,,364.9,-201.53,0.0,-17.0,A1,842.39,C1,B1
3087,-597.6,1609.99,0.0,,382.7,-673.71,475.71,0.0,3,67.0,0,1.4,6.4,398.93,59.28,0.0,0.7,A2,631.09,C1,B1
3088,387.4,1455.32,,1348.0,,-646.67,276.64,2.51,14,33.0,1,0.9,28.5,493.39,-116.17,0.0,10.6,A2,821.99,C1,B1
3089,-517.6,1686.13,0.0,2000.0,617.04,-655.73,552.8,0.0,2,66.0,1,1.6,4.8,579.07,-104.24,0.0,,A4,628.98,C1,B1
3090,-652.6,,1.6,59.0,153.79,-627.41,172.65,0.0,9,89.0,0,1.0,-4.3,,112.56,4.0,-5.8,A1,519.49,C1,B1
3091,-419.6,1519.27,0.0,2000.0,278.66,,336.7,0.0,,66.0,3,0.6,,558.59,-123.04,0.0,10.7,A4,575.17,C1,B1
3092,-302.6,1201.78,0.0,1877.0,441.9,-594.95,448.19,0.36,,30.0,6,2.8,5.2,530.54,8.23,0.0,-11.0,A1,713.47,C1,B1
3093,268.4,1332.84,0.0,,232.54,-665.57,388.77,3.03,13,30.0,4,1.5,24.2,424.93,-137.71,0.0,5.5,A2,714.52,C1,B1
3094,-197.6,1293.55,0.0,667.0,,-632.5,253.88,1.13,14,57.0,4,1.8,34.1,350.32,-126.14,0.0,24.3,A3,735.25,C1,B1
3095,-539.6,983.1,0.0,2000.0,269.7,-479.96,641.16,0.0,3,0.0,0,0.8,13.0,342.17,-172.31,0.0,-2.5,A2,513.29,C1,B1
3096,371.4,1274.48,0.0,1867.0,479.19,-553.52,402.59,3.26,12,34.0,5,2.6,28.2,338.43,-137.99,0.0,,A3,637.68,C1,B1
3097,1173.4,1454.19,0.0,2000.0,135.43,,,0.0,19,49.0,3,,14.9,,-70.12,,4.2,A4,556.4,C1,B1
3098,-570.6,1459.62,0.0,489.0,171.5,-504.58,513.12,0.34,,72.0,6,1.7,,,-80.03,0.0,-6.4,A1,761.9,C1,B1
3099,-526.6,1377.49,0.2,173.0,201.56,-684.06,604.97,0.0,,97.0,6,1.7,15.1,491.84,-39.78,0.0,14.6,A2,703.47,C1,B1
3100,312.4,1125.93,0.0,1890.0,431.03,-519.38,514.8,2.55,16,43.0,3,2.7,33.7,,,0.0,19.3,A3,674.13,C1,B1
3101,-20.6,1361.76,0.0,1914.0,580.09,,305.28,1.51,10,38.0,1,2.5,6.1,340.61,-59.06,0.0,,A4,596.8,C1,B1
3102,182.4,1379.42,0.0,1719.0,534.26,-620.67,537.06,1.07,11,70.0,4,2.4,27.5,544.98,-57.52,0.0,21.5,A3,575.66,C1,B1
3103,860.4,1451.16,0.0,1310.0,385.13,-671.63,376.78,0.04,20,73.0,,,30.7,380.9,-71.8,,25.2,A3,755.92,C1,B1
3104,-509.6,1454.39,0.0,198.0,211.93,-417.87,416.44,0.0,2,82.0,6,1.3,6.0,544.99,-130.79,0.0,3.1,A2,544.69,C1,B1
3105,463.4,1447.0,0.0,758.0,374.06,-695.23,497.41,2.15,12,67.0,4,2.2,26.1,420.67,9.93,0.0,,A3,666.95,C1,B1
3106,-481.6,1418.67,0.0,206.0,248.26,-502.38,410.51,0.18,16,97.0,,,21.8,,42.84,0.0,21.2,A2,659.28,C1,B1
3107,-644.6,1373.58,0.0,1448.0,427.6,-710.3,363.15,0.0,3,48.0,0,,2.3,427.41,31.51,0.0,-7.6,A2,633.91,C1,B1
3108,1466.4,1460.38,,2000.0,368.09,-459.23,181.6,0.84,17,,4,1.2,25.4,372.47,-191.3,,,A4,,C1,B1
3109,-431.6,1325.58,0.0,1258.0,409.71,-339.17,47.23,0.0,7,42.0,6,0.9,-3.6,352.12,-107.49,0.0,-14.6,A1,690.38,C1,B1
3110,-396.6,1252.78,0.0,1429.0,257.96,,142.19,0.76,11,45.0,1,1.5,-0.7,254.74,-60.2,0.0,-11.1,A1,699.31,C1,B1
3111,287.4,1309.9,0.0,1877.0,,-529.45,268.97,1.84,15,,0,1.9,32.9,416.5,-47.08,0.0,19.3,A3,672.26,C1,B1
3112,670.4,,0.0,1088.0,242.14,-657.41,258.74,0.0,22,64.0,3,1.0,32.9,450.61,-32.31,0.0,25.1,A3,629.37,C1,B1
3113,76.4,1390.84,,370.0,330.47,-414.82,198.84,0.01,7,82.0,3,,12.8,576.26,-11.53,0.0,9.7,A2,663.99,C1,B1
3114,-472.6,,0.0,2000.0,298.94,-645.87,298.1,0.0,3,61.0,1,1.3,18.8,428.58,-165.71,0.0,11.1,A3,,C1,B1
3115,620.4,1511.09,,2000.0,403.36,-789.96,317.0,1.18,17,49.0,2,3.5,20.5,564.11,158.42,0.0,,A2,551.04,C1,B1
3116,1354.4,1411.75,0.0,2000.0,259.36,-705.24,253.58,0.42,17,56.0,4,1.7,25.9,500.57,-7.14,0.0,,A4,718.29,C1,B1
3117,-704.6,1689.3,0.0,2000.0,432.47,-583.58,505.98,0.0,22,60.0,,,19.8,493.94,-189.67,0.0,11.8,A4,453.25,No,B1
3118,489.4,1521.64,0.0,,317.98,-448.67,293.44,1.14,17,48.0,3,,20.3,596.66,-199.97,0.0,8.9,A2,685.36,C1,B1
3119,1288.4,1534.69,0.0,2000.0,310.38,-681.1,156.75,1.49,17,47.0,0,3.3,27.6,260.53,-27.4,0.0,15.2,A4,596.43,C1,B1
3120,-29.6,1484.38,0.0,1103.0,500.81,,,0.0,1,68.0,3,0.3,31.7,372.57,-148.26,0.0,25.0,A3,663.36,C1,B1
3121,447.4,1369.67,,1377.0,317.68,-362.27,270.77,2.61,12,36.0,,3.1,26.3,550.85,-52.93,0.0,10.0,A3,793.56,C1,B1
3122,-704.6,1499.91,4.5,360.0,306.21,-332.56,387.21,0.0,5,,6,2.8,16.7,494.35,,0.0,15.5,A4,673.47,No,B1
3123,-504.6,1331.34,0.0,1919.0,260.52,-543.07,515.25,0.0,4,95.0,,0.4,22.6,336.12,41.73,0.0,21.7,A3,524.53,C1,B1
3124,81.4,1217.63,,1692.0,358.72,-620.24,340.46,,7,69.0,,,14.1,381.51,-79.98,,8.4,A2,587.7,C1,B1
3125,1364.4,1383.36,0.0,1998.0,221.64,-695.11,,1.0,17,47.0,4,2.0,28.8,348.99,-69.4,0.0,,A4,622.39,C1,B1
3126,-642.6,1400.58,0.0,437.0,198.16,-790.25,206.1,0.0,5,59.0,2,1.7,5.2,536.86,-57.86,0.0,-2.1,A1,685.47,C1,B1
3127,-437.6,,0.0,924.0,477.17,-390.81,401.42,0.0,4,,0,0.4,23.5,484.71,-3.1,0.0,19.8,A3,579.53,C1,B1
3128,-479.6,1526.38,0.0,203.0,299.57,-679.23,334.76,0.23,8,79.0,6,1.1,5.0,405.03,-110.35,,1.6,A2,700.77,C1,B1
3129,-496.6,1536.69,0.0,2000.0,562.96,-608.98,535.93,,5,77.0,5,,15.0,486.83,-99.62,0.0,10.9,A4,462.13,C1,B1
3130,-295.6,1346.35,0.0,1793.0,346.5,-536.79,485.08,0.0,2,57.0,3,1.0,11.9,443.3,-115.02,0.0,3.6,A2,,C1,B1
3131,-509.6,1137.44,0.0,1247.0,606.92,-747.94,374.62,0.0,23,44.0,3,0.7,-4.3,488.8,-40.74,0.0,-14.7,A1,592.37,C1,B1
3132,94.4,1279.92,0.0,943.0,94.81,-485.49,358.72,0.0,1,,6,1.4,19.8,376.84,-87.28,0.0,12.0,A2,,C1,B1
3133,-704.6,1356.35,0.0,687.0,453.71,-345.81,296.52,0.0,3,81.0,6,3.1,11.6,539.81,14.86,0.0,8.4,A2,559.91,No,B1
3134,630.4,1663.7,0.0,1618.0,,-702.05,257.05,0.01,18,,2,2.6,14.5,370.25,-33.37,0.0,,A4,650.06,C1,B1
3135,-704.6,1478.25,0.0,2000.0,342.91,-665.99,335.77,0.0,20,58.0,1,,22.6,521.67,-32.59,0.0,13.9,A4,570.02,No,B1
3136,-632.6,1323.89,0.0,2000.0,187.49,-471.69,377.91,0.0,4,,,,-3.0,306.95,,0.0,-11.7,A1,461.5,C1,B2
3137,1423.4,1353.52,0.0,,229.06,-748.24,321.77,3.39,,39.0,,2.6,22.8,470.02,38.9,0.0,8.1,A2,657.04,C1,B1
3138,-450.6,1410.69,0.0,,616.0,-673.76,288.29,0.19,,,3,,7.7,381.73,-215.07,0.0,-2.6,A2,619.37,C1,B1
3139,-681.6,1472.69,2.0,518.0,-131.72,-619.49,247.27,0.51,,90.0,3,1.7,16.6,,-145.69,0.0,,A4,884.61,C1,B1
3140,-343.6,1242.2,0.0,2000.0,239.42,-612.7,,0.0,0,86.0,0,3.1,8.7,393.72,-178.09,0.0,6.4,A2,650.21,C1,B1
3141,-701.6,1203.47,0.0,100.0,240.51,-535.49,496.94,0.0,7,89.0,,1.1,4.7,,-55.59,0.0,3.0,A1,674.74,C1,B2
3142,-431.6,,0.0,2000.0,350.71,-538.16,255.3,,5,63.0,5,1.4,19.8,357.17,-161.91,0.0,12.5,A3,655.03,C1,B1
3143,-502.6,1539.16,0.0,1659.0,289.39,-435.21,435.67,0.0,5,,0,0.8,9.4,380.96,-139.46,0.0,3.1,A4,580.07,C1,B1
